id,timestamp,length,recieved,completed
R433:36406.778988,0.034794,36406.957897,36406.995733,36407.030528
R434:36406.834383,0.057466,36406.957897,36407.030545,36407.088011
R435:36406.957854,0.016712,36407.139708,36407.139718,36407.156430
R436:36407.139679,0.031248,36407.250951,36407.250959,36407.282208
R437:36407.250916,0.006838,36407.285325,36407.285334,36407.292173
R438:36407.285297,0.032661,36407.403209,36407.403218,36407.435880
R439:36407.403175,0.181390,36407.636651,36407.501480,36407.682871
R440:36407.501438,0.118706,36407.778050,36407.682916,36407.801623
R441:36407.636617,0.067228,36407.827920,36407.801650,36407.868878
R442:36407.726155,0.065328,36407.907531,36407.868901,36407.934229
R443:36407.778024,0.057645,36407.907531,36407.934249,36407.991895
R444:36407.827896,0.001995,36407.907531,36407.991909,36407.993905
R445:36407.907502,0.061037,36408.034577,36408.008299,36408.069337
R446:36408.008261,0.010361,36408.034577,36408.069358,36408.079720
R447:36408.018968,0.100162,36408.167444,36408.079733,36408.179896
R448:36408.034555,0.088613,36408.208803,36408.179918,36408.268532
R449:36408.167405,0.073249,36408.208803,36408.268554,36408.341803
R450:36408.181950,0.007438,36408.208803,36408.341818,36408.349257
R451:36408.208780,0.007190,36408.365481,36408.365488,36408.372679
R452:36408.365446,0.021010,36408.428100,36408.412182,36408.433193
R453:36408.412141,0.022620,36408.428100,36408.433213,36408.455834
R454:36408.428070,0.195832,36408.700077,36408.504690,36408.700523
R455:36408.504649,0.047138,36408.700077,36408.700549,36408.747688
R456:36408.522587,0.183623,36408.927801,36408.747708,36408.931332
R457:36408.630256,0.023266,36408.927801,36408.931360,36408.954627
R458:36408.641221,0.068952,36408.927801,36408.954645,36409.023598
R459:36408.700041,0.017671,36408.927801,36409.023615,36409.041287
R460:36408.847686,0.066168,36409.055474,36409.041301,36409.107470
R461:36408.927768,0.111775,36409.161492,36409.107487,36409.219263
R462:36409.055436,0.001924,36409.161492,36409.219282,36409.221207
R463:36409.161464,0.064083,36409.225271,36409.225280,36409.289363
R464:36409.225240,0.099276,36409.352261,36409.328363,36409.427640
R465:36409.328322,0.005324,36409.352261,36409.427661,36409.432986
R466:36409.352229,0.012641,36409.503731,36409.503738,36409.516380
R467:36409.503696,0.029730,36409.517828,36409.517835,36409.547566
R468:36409.517799,0.031731,36409.559649,36409.559657,36409.591388
R469:36409.559617,0.007075,36409.634148,36409.634156,36409.641232
R470:36409.634115,0.135728,36409.729147,36409.662320,36409.798049
R471:36409.662280,0.007334,36409.729147,36409.798075,36409.805409
R472:36409.729114,0.092345,36409.918398,36409.846232,36409.938578
R473:36409.846187,0.030464,36409.918398,36409.938604,36409.969070
R474:36409.882551,0.021181,36409.983810,36409.969085,36409.990267
R475:36409.918370,0.004712,36409.983810,36409.990283,36409.994995
R476:36409.983776,0.037732,36410.149407,36410.149417,36410.187150
R477:36410.149379,0.074898,36410.370464,36410.301629,36410.376528
R478:36410.301582,0.042532,36410.416272,36410.376556,36410.419088
R479:36410.345709,0.016943,36410.416272,36410.419112,36410.436056
R480:36410.370440,0.057315,36410.416272,36410.436071,36410.493387
R481:36410.390631,0.008984,36410.416272,36410.493408,36410.502393
R482:36410.416240,0.043615,36410.515146,36410.515153,36410.558769
R483:36410.515117,0.014253,36410.562691,36410.562698,36410.576952
R484:36410.562659,0.009544,36410.702570,36410.702579,36410.712124
R485:36410.702536,0.013603,36410.727570,36410.727374,36410.740978
R486:36410.727336,0.154022,36410.840839,36410.741001,36410.895024
R487:36410.727551,0.110232,36410.840839,36410.895052,36411.005285
R488:36410.751902,0.077549,36411.078832,36411.005304,36411.082854
R489:36410.827004,0.003051,36411.078832,36411.082873,36411.085924
R490:36410.840800,0.099461,36411.150320,36411.085937,36411.185398
R491:36411.070231,0.131679,36411.195134,36411.185418,36411.317098
R492:36411.078811,0.343280,36411.631977,36411.317120,36411.660401
R493:36411.095413,0.073490,36411.675640,36411.660445,36411.733935
R494:36411.150293,0.117563,36411.843877,36411.733954,36411.851518
R495:36411.195101,0.082965,36411.928342,36411.851542,36411.934507
R496:36411.354306,0.014336,36411.947605,36411.934531,36411.948868
R497:36411.391443,0.011205,36411.947605,36411.948886,36411.960092
R498:36411.521464,0.026090,36411.965294,36411.960107,36411.986197
R499:36411.601466,0.050692,36412.016912,36411.986218,36412.036911
R500:36411.631945,0.068178,36412.054076,36412.036930,36412.105109
R501:36411.675609,0.041087,36412.054076,36412.105126,36412.146214
R502:36411.765813,0.000391,36412.054076,36412.146233,36412.146624
R503:36411.821475,0.014182,36412.054076,36412.146638,36412.160821
R504:36411.843843,0.039144,36412.054076,36412.160835,36412.199980
R505:36411.928299,0.070579,36412.257586,36412.199999,36412.270578
R506:36411.947578,0.028650,36412.271786,36412.270595,36412.299245
R507:36411.965263,0.037056,36412.313091,36412.299266,36412.336323
R508:36412.016877,0.003452,36412.313091,36412.336340,36412.339793
R509:36412.046956,0.110489,36412.430081,36412.339806,36412.450296
R510:36412.054046,0.287718,36412.723971,36412.450316,36412.738035
R511:36412.204921,0.022298,36412.723971,36412.738055,36412.760353
R512:36412.257554,0.029674,36412.723971,36412.760367,36412.790042
R513:36412.271755,0.128178,36412.723971,36412.790062,36412.918241
R514:36412.313059,0.102843,36412.953226,36412.918267,36413.021112
R515:36412.395157,0.010081,36412.953226,36413.021131,36413.031212
R516:36412.430048,0.007276,36412.953226,36413.031226,36413.038502
R517:36412.469783,0.228834,36413.246780,36413.038516,36413.267350
R518:36412.535320,0.135550,36413.350162,36413.267373,36413.402923
R519:36412.543597,0.108169,36413.409361,36413.402945,36413.511115
R520:36412.556007,0.033577,36413.530797,36413.511132,36413.544710
R521:36412.582855,0.050668,36413.576860,36413.544726,36413.595395
R522:36412.626314,0.233864,36413.786218,36413.595414,36413.829279
R523:36412.723938,0.006180,36413.786218,36413.829302,36413.835482
R524:36412.951683,0.003636,36413.786218,36413.835505,36413.839142
R525:36412.953194,0.153187,36413.966583,36413.839156,36413.992343
R526:36413.116185,0.036217,36413.966583,36413.992368,36414.028586
R527:36413.119098,0.016552,36413.966583,36414.028604,36414.045156
R528:36413.133620,0.064997,36413.966583,36414.045192,36414.110190
R529:36413.241268,0.041263,36413.966583,36414.110207,36414.151471
R530:36413.246750,0.041071,36414.155201,36414.151487,36414.192559
R531:36413.284336,0.120336,36414.278088,36414.192576,36414.312913
R532:36413.350129,0.015063,36414.278088,36414.312943,36414.328006
R533:36413.409328,0.074430,36414.343799,36414.328022,36414.402452
R534:36413.525465,0.218985,36414.604430,36414.402470,36414.621456
R535:36413.530766,0.032356,36414.604430,36414.621478,36414.653834
R536:36413.576827,0.178103,36414.808798,36414.653849,36414.831953
R537:36413.608523,0.007265,36414.808798,36414.831981,36414.839247
R538:36413.786189,0.138953,36414.808798,36414.839262,36414.978216
R539:36413.951322,0.169563,36415.147742,36414.978240,36415.147803
R540:36413.966552,0.006262,36415.147742,36415.147830,36415.154093
R541:36414.155176,0.230295,36415.312058,36415.154108,36415.384404
R542:36414.278049,0.000316,36415.312058,36415.384426,36415.384743
R543:36414.328850,0.022569,36415.398475,36415.384758,36415.407328
R544:36414.343766,0.020244,36415.423854,36415.407345,36415.427589
R545:36414.414322,0.002479,36415.423854,36415.427604,36415.430084
R546:36414.512982,0.028771,36415.423854,36415.430097,36415.458869
R547:36414.604395,0.022379,36415.423854,36415.458884,36415.481263
R548:36414.751266,0.074981,36415.539436,36415.481280,36415.556262
R549:36414.808762,0.065222,36415.600540,36415.556281,36415.621503
R550:36415.034723,0.037811,36415.656925,36415.621521,36415.659333
R551:36415.107289,0.368793,36415.864716,36415.659349,36416.028143
R552:36415.107923,0.173058,36416.178695,36416.028181,36416.201240
R553:36415.140233,0.020492,36416.178695,36416.201271,36416.221763
R554:36415.147717,0.022932,36416.178695,36416.221784,36416.244716
R555:36415.263061,0.087215,36416.319948,36416.244733,36416.331949
R556:36415.277782,0.000465,36416.319948,36416.331967,36416.332433
R557:36415.312025,0.146856,36416.411903,36416.332466,36416.479323
R558:36415.397589,0.144972,36416.623491,36416.479345,36416.624318
R559:36415.398446,0.067962,36416.671124,36416.624337,36416.692300
R560:36415.412349,0.173022,36416.779560,36416.692319,36416.865342
R561:36415.423823,0.136042,36416.948421,36416.865365,36417.001407
R562:36415.504271,0.052897,36416.948421,36417.001434,36417.054332
R563:36415.527344,0.117592,36417.130027,36417.054355,36417.171947
R564:36415.539406,0.007987,36417.130027,36417.171968,36417.179956
R565:36415.557441,0.131449,36417.233069,36417.179972,36417.311421
R566:36415.600508,0.041234,36417.233069,36417.311442,36417.352676
R567:36415.656893,0.160169,36417.508559,36417.352694,36417.512864
R568:36415.795746,0.208406,36417.594106,36417.512886,36417.721293
R569:36415.830704,0.013858,36417.594106,36417.721317,36417.735177
R570:36415.844389,0.029770,36417.743194,36417.735192,36417.764963
R571:36415.864686,0.065903,36417.743194,36417.764979,36417.830883
R572:36416.042820,0.063719,36417.743194,36417.830904,36417.894625
R573:36416.075518,0.031740,36417.743194,36417.894652,36417.926393
R574:36416.127572,0.078965,36417.998151,36417.926409,36418.005374
R575:36416.177361,0.070001,36418.072037,36418.005398,36418.075399
R576:36416.178675,0.078878,36418.072037,36418.075441,36418.154319
R577:36416.247702,0.150478,36418.238337,36418.154346,36418.304825
R578:36416.300164,0.074994,36418.310668,36418.304851,36418.379846
R579:36416.319916,0.041624,36418.310668,36418.379873,36418.421497
R580:36416.411878,0.012959,36418.310668,36418.421517,36418.434476
R581:36416.522773,0.027099,36418.453308,36418.434495,36418.461595
R582:36416.550884,0.013393,36418.453308,36418.461612,36418.475006
R583:36416.623465,0.001659,36418.453308,36418.475021,36418.476681
R584:36416.643415,0.036047,36418.453308,36418.476694,36418.512742
R585:36416.654046,0.032439,36418.516010,36418.512758,36418.545198
R586:36416.671102,0.009258,36418.516010,36418.545216,36418.554475
R587:36416.778566,0.010439,36418.516010,36418.554490,36418.564930
R588:36416.779530,0.050413,36418.516010,36418.564944,36418.615358
R589:36416.877194,0.018912,36418.516010,36418.615373,36418.634286
R590:36416.930203,0.052022,36418.516010,36418.634300,36418.686323
R591:36416.948397,0.123908,36418.792675,36418.686340,36418.810249
R592:36417.110810,0.035991,36418.792675,36418.810268,36418.846260
R593:36417.130003,0.043192,36418.792675,36418.846276,36418.889469
R594:36417.226091,0.041505,36418.903233,36418.889488,36418.930994
R595:36417.233044,0.141755,36418.903233,36418.931010,36419.072766
R596:36417.435511,0.020655,36419.087425,36419.072788,36419.093443
R597:36417.508525,0.021716,36419.087425,36419.093460,36419.115177
R598:36417.525808,0.040866,36419.087425,36419.115191,36419.156058
R599:36417.568322,0.058879,36419.196949,36419.156073,36419.214953
R600:36417.594081,0.048220,36419.196949,36419.214971,36419.263192
R601:36417.743162,0.070708,36419.284244,36419.263234,36419.333943
R602:36417.998113,0.279890,36419.533889,36419.333964,36419.613855
R603:36418.072012,0.032917,36419.640752,36419.613881,36419.646798
R604:36418.186528,0.025952,36419.640752,36419.646814,36419.672766
R605:36418.238311,0.089850,36419.721583,36419.672784,36419.762634
R606:36418.310643,0.050863,36419.721583,36419.762655,36419.813519
R607:36418.453271,0.006997,36419.814414,36419.813536,36419.820534
R608:36418.515988,0.026080,36419.831421,36419.820549,36419.846630
R609:36418.731261,0.002957,36419.831421,36419.846647,36419.849604
R610:36418.792649,0.048616,36419.831421,36419.849621,36419.898237
R611:36418.903202,0.037159,36419.831421,36419.898260,36419.935420
R612:36419.087392,0.009965,36419.831421,36419.935437,36419.945403
R613:36419.196922,0.017647,36419.831421,36419.945418,36419.963065
R614:36419.284210,0.000527,36419.831421,36419.963078,36419.963607
R615:36419.349164,0.042709,36419.831421,36419.963620,36420.006330
R616:36419.471313,0.104336,36420.032005,36420.006350,36420.110687
R617:36419.524165,0.012201,36420.032005,36420.110711,36420.122913
R618:36419.533867,0.173140,36420.271058,36420.122928,36420.296069
R619:36419.640714,0.022967,36420.298900,36420.296091,36420.319059
R620:36419.698873,0.014342,36420.298900,36420.319079,36420.333422
R621:36419.719244,0.007931,36420.298900,36420.333436,36420.341367
R622:36419.721555,0.063789,36420.298900,36420.341382,36420.405172
R623:36419.814375,0.075580,36420.443196,36420.405188,36420.480769
R624:36419.831394,0.103495,36420.580972,36420.480789,36420.584285
R625:36420.031958,0.086515,36420.580972,36420.584304,36420.670820
R626:36420.123303,0.069164,36420.580972,36420.670837,36420.740001
R627:36420.149410,0.006297,36420.580972,36420.740022,36420.746319
R628:36420.161382,0.130809,36420.831984,36420.746333,36420.877143
R629:36420.271021,0.032042,36420.831984,36420.877161,36420.909203
R630:36420.298869,0.010194,36420.831984,36420.909222,36420.919417
R631:36420.443159,0.032959,36420.831984,36420.919434,36420.952394
R632:36420.580937,0.265831,36421.213872,36420.952410,36421.218241
R633:36420.773729,0.082207,36421.269032,36421.218271,36421.300479
R634:36420.831951,0.008084,36421.269032,36421.300498,36421.308584
R635:36421.001594,0.011222,36421.269032,36421.308597,36421.319820
R636:36421.001620,0.002144,36421.269032,36421.319863,36421.322008
R637:36421.027906,0.002378,36421.269032,36421.322022,36421.324401
R638:36421.050114,0.043450,36421.346785,36421.324413,36421.367864
R639:36421.124617,0.058986,36421.405165,36421.367885,36421.426871
R640:36421.213845,0.038031,36421.405165,36421.426888,36421.464921
R641:36421.236063,0.056750,36421.474171,36421.464936,36421.521687
R642:36421.263002,0.042097,36421.474171,36421.521709,36421.563807
R643:36421.269002,0.133436,36421.611219,36421.563827,36421.697264
R644:36421.346759,0.284325,36421.952371,36421.697283,36421.981609
R645:36421.375130,0.014457,36421.952371,36421.981637,36421.996094
R646:36421.395359,0.007107,36421.952371,36421.996111,36422.003219
R647:36421.405135,0.004158,36421.952371,36422.003233,36422.007392
R648:36421.467968,0.010233,36421.952371,36422.007406,36422.017640
R649:36421.474142,0.304021,36422.265951,36422.017658,36422.321680
R650:36421.578845,0.097724,36422.417019,36422.321705,36422.419430
R651:36421.600031,0.055379,36422.417019,36422.419454,36422.474834
R652:36421.611190,0.035351,36422.498568,36422.474851,36422.510203
R653:36421.726440,0.039653,36422.498568,36422.510222,36422.549875
R654:36421.791779,0.024979,36422.498568,36422.549893,36422.574872
R655:36421.949731,0.011430,36422.498568,36422.574893,36422.586323
R656:36421.952334,0.028674,36422.498568,36422.586341,36422.615016
R657:36422.050582,0.117202,36422.655185,36422.615033,36422.732236
R658:36422.144305,0.033384,36422.765378,36422.732255,36422.765640
R659:36422.265923,0.010473,36422.765378,36422.765656,36422.776130
R660:36422.350174,0.186419,36422.880410,36422.776144,36422.962564
R661:36422.384325,0.047233,36422.970394,36422.962588,36423.009822
R662:36422.414055,0.172968,36423.100347,36423.009839,36423.182808
R663:36422.416991,0.008724,36423.100347,36423.182834,36423.191560
R664:36422.476968,0.027414,36423.100347,36423.191576,36423.218990
R665:36422.481984,0.026114,36423.231618,36423.219015,36423.245129
R666:36422.490499,0.019775,36423.231618,36423.245147,36423.264922
R667:36422.498539,0.158377,36423.412067,36423.264937,36423.423315
R668:36422.655150,0.044582,36423.412067,36423.423340,36423.467923
R669:36422.733975,0.054527,36423.412067,36423.467939,36423.522467
R670:36422.765355,0.033050,36423.412067,36423.522487,36423.555538
R671:36422.880375,0.052844,36423.412067,36423.555614,36423.608458
R672:36422.970357,0.039478,36423.412067,36423.608479,36423.647958
R673:36423.066720,0.054460,36423.673954,36423.647974,36423.702435
R674:36423.100314,0.004656,36423.673954,36423.702456,36423.707113
R675:36423.231589,0.016622,36423.673954,36423.707128,36423.723751
R676:36423.318463,0.002992,36423.673954,36423.723766,36423.726759
R677:36423.318943,0.003175,36423.673954,36423.726771,36423.729947
R678:36423.412032,0.023434,36423.745661,36423.729960,36423.753394
R679:36423.660660,0.002501,36423.745661,36423.753410,36423.755911
R680:36423.673918,0.022028,36423.777654,36423.755924,36423.777954
R681:36423.745635,0.089752,36423.832833,36423.777968,36423.867721
R682:36423.777630,0.019113,36423.832833,36423.867747,36423.886861
R683:36423.832809,0.015402,36423.907205,36423.907214,36423.922617
R684:36423.907171,0.000147,36424.002603,36424.002612,36424.002760
R685:36424.002562,0.051340,36424.148038,36424.106053,36424.157393
R686:36424.106003,0.043739,36424.148038,36424.157417,36424.201157
R687:36424.141694,0.009557,36424.148038,36424.201174,36424.210732
R688:36424.148008,0.041001,36424.336003,36424.336015,36424.377017
R689:36424.335957,0.097633,36424.473553,36424.420084,36424.517718
R690:36424.420046,0.033537,36424.473553,36424.517745,36424.551282
R691:36424.473517,0.050798,36424.840248,36424.798922,36424.849722
R692:36424.798874,0.084338,36424.903210,36424.849747,36424.934086
R693:36424.840212,0.034997,36424.947545,36424.934106,36424.969104
R694:36424.902156,0.092138,36424.986642,36424.969118,36425.061257
R695:36424.903194,0.069546,36425.125842,36425.061277,36425.130825
R696:36424.945293,0.109378,36425.185017,36425.130841,36425.240220
R697:36424.947509,0.056014,36425.185017,36425.240242,36425.296257
R698:36424.982534,0.002327,36425.185017,36425.296272,36425.298600
R699:36424.986623,0.104781,36425.332496,36425.298614,36425.403396
R700:36425.093077,0.051708,36425.422811,36425.403416,36425.455125
R701:36425.095759,0.037429,36425.422811,36425.455141,36425.492571
R702:36425.124313,0.035599,36425.497854,36425.492589,36425.528188
R703:36425.125824,0.198015,36425.691147,36425.528205,36425.726221
R704:36425.184993,0.019616,36425.730677,36425.726240,36425.745857
R705:36425.332461,0.034047,36425.779885,36425.745871,36425.779919
R706:36425.422774,0.081838,36425.808077,36425.779934,36425.861772
R707:36425.497828,0.006246,36425.808077,36425.861790,36425.868036
R708:36425.691112,0.047958,36425.906899,36425.868050,36425.916008
R709:36425.730637,0.038527,36425.906899,36425.916026,36425.954554
R710:36425.779858,0.191076,36426.098403,36425.954569,36426.145646
R711:36425.801563,0.023040,36426.163325,36426.145666,36426.168707
R712:36425.808047,0.042838,36426.177066,36426.168722,36426.211562
R713:36425.906871,0.108861,36426.177066,36426.211576,36426.320438
R714:36426.047628,0.067235,36426.177066,36426.320456,36426.387692
R715:36426.098367,0.052480,36426.439168,36426.387715,36426.440196
R716:36426.163292,0.173845,36426.592383,36426.440217,36426.614062
R717:36426.177035,0.014505,36426.592383,36426.614085,36426.628591
R718:36426.439128,0.051430,36426.660210,36426.628606,36426.680037
R719:36426.468833,0.015979,36426.660210,36426.680076,36426.696055
R720:36426.479975,0.131917,36426.819438,36426.696072,36426.827990
R721:36426.592343,0.038987,36426.819438,36426.828008,36426.866997
R722:36426.660185,0.052676,36426.819438,36426.867013,36426.919691
R723:36426.720279,0.336015,36427.145731,36426.919711,36427.255727
R724:36426.774566,0.002035,36427.145731,36427.255753,36427.257788
R725:36426.778939,0.025814,36427.145731,36427.257803,36427.283617
R726:36426.819413,0.048799,36427.145731,36427.283633,36427.332432
R727:36427.077815,0.085433,36427.145731,36427.332446,36427.417880
R728:36427.145694,0.042810,36427.501303,36427.501312,36427.544123
R729:36427.501268,0.046407,36427.570171,36427.554802,36427.601210
R730:36427.554770,0.008824,36427.570171,36427.601233,36427.610058
R731:36427.563037,0.022264,36427.616813,36427.610073,36427.632338
R732:36427.566441,0.001406,36427.616813,36427.632351,36427.633758
R733:36427.570138,0.032985,36427.616813,36427.633771,36427.666757
R734:36427.616789,0.065158,36427.675235,36427.675242,36427.740401
R735:36427.675212,0.028831,36427.741312,36427.741318,36427.770149
R736:36427.741289,0.016262,36427.788791,36427.788798,36427.805061
R737:36427.788768,0.003716,36427.901619,36427.901628,36427.905345
R738:36427.901591,0.026311,36428.007891,36428.004394,36428.030706
R739:36428.004349,0.115006,36428.050390,36428.030731,36428.145737
R740:36428.007861,0.043620,36428.050390,36428.145758,36428.189379
R741:36428.039325,0.026630,36428.050390,36428.189393,36428.216023
R742:36428.050355,0.094078,36428.634667,36428.563558,36428.657637
R743:36428.563496,0.324884,36428.953442,36428.657665,36428.982549
R744:36428.567313,0.057628,36428.998900,36428.982577,36429.040206
R745:36428.585994,0.027607,36428.998900,36429.040225,36429.067833
R746:36428.634643,0.051797,36428.998900,36429.067853,36429.119651
R747:36428.721297,0.093207,36428.998900,36429.119666,36429.212874
R748:36428.790991,0.007205,36428.998900,36429.212890,36429.220096
R749:36428.849821,0.008491,36428.998900,36429.220112,36429.228603
R750:36428.860879,0.091528,36429.256671,36429.228617,36429.320146
R751:36428.953405,0.015850,36429.320490,36429.320166,36429.336017
R752:36428.998863,0.020485,36429.320490,36429.336032,36429.356518
R753:36429.234551,0.086253,36429.377164,36429.356532,36429.442785
R754:36429.256644,0.025082,36429.377164,36429.442809,36429.467892
R755:36429.320458,0.195594,36429.555328,36429.467907,36429.663502
R756:36429.377133,0.078187,36429.665254,36429.663524,36429.741711
R757:36429.489911,0.105001,36429.835696,36429.741727,36429.846729
R758:36429.513012,0.026480,36429.835696,36429.846750,36429.873231
R759:36429.555296,0.075264,36429.835696,36429.873245,36429.948510
R760:36429.665222,0.021824,36429.957954,36429.948529,36429.970354
R761:36429.834518,0.062634,36429.990080,36429.970371,36430.033005
R762:36429.835666,0.067867,36430.086635,36430.033028,36430.100896
R763:36429.957918,0.031916,36430.086635,36430.100916,36430.132832
R764:36429.990052,0.046925,36430.156912,36430.132848,36430.179774
R765:36430.086598,0.041983,36430.156912,36430.179790,36430.221774
R766:36430.136129,0.235328,36430.257235,36430.221790,36430.457119
R767:36430.156880,0.016144,36430.459223,36430.457146,36430.473290
R768:36430.238033,0.192995,36430.600514,36430.473306,36430.666302
R769:36430.257208,0.116540,36430.767475,36430.666349,36430.782890
R770:36430.459186,0.044687,36430.793196,36430.782909,36430.827597
R771:36430.480544,0.003561,36430.793196,36430.827613,36430.831174
R772:36430.586383,0.003337,36430.793196,36430.831187,36430.834525
R773:36430.600483,0.065495,36430.793196,36430.834537,36430.900033
R774:36430.733666,0.066347,36430.964841,36430.900050,36430.966397
R775:36430.767443,0.022191,36430.964841,36430.966417,36430.988609
R776:36430.793163,0.025508,36430.964841,36430.988629,36431.014138
R777:36430.964803,0.087018,36431.124051,36431.124061,36431.211081
R778:36431.124009,0.019574,36431.356461,36431.348190,36431.367765
R779:36431.348139,0.079765,36431.356461,36431.367792,36431.447558
R780:36431.356431,0.062664,36431.471243,36431.458355,36431.521020
R781:36431.458313,0.000788,36431.471243,36431.521043,36431.521831
R782:36431.471213,0.123815,36431.551625,36431.533238,36431.657053
R783:36431.533199,0.112599,36431.735867,36431.657075,36431.769675
R784:36431.551589,0.012233,36431.735867,36431.769692,36431.781926
R785:36431.662606,0.003199,36431.735867,36431.781940,36431.785140
R786:36431.735834,0.035617,36431.819575,36431.812135,36431.847753
R787:36431.812093,0.120141,36431.908082,36431.847778,36431.967919
R788:36431.819545,0.191997,36432.118897,36431.967941,36432.159939
R789:36431.863932,0.121902,36432.118897,36432.159967,36432.281870
R790:36431.908046,0.095943,36432.313225,36432.281893,36432.377837
R791:36431.969051,0.044077,36432.410591,36432.377859,36432.421937
R792:36431.978399,0.000995,36432.410591,36432.421958,36432.422953
R793:36431.984430,0.002542,36432.410591,36432.422967,36432.425509
R794:36432.001522,0.025905,36432.438867,36432.425522,36432.451428
R795:36432.023941,0.001963,36432.438867,36432.451443,36432.453406
R796:36432.118855,0.153614,36432.575949,36432.453418,36432.607033
R797:36432.310218,0.047746,36432.575949,36432.607057,36432.654804
R798:36432.313207,0.020759,36432.575949,36432.654825,36432.675585
R799:36432.410562,0.050711,36432.575949,36432.675616,36432.726329
R800:36432.438833,0.229194,36432.925759,36432.726403,36432.955598
R801:36432.479657,0.006384,36432.925759,36432.955633,36432.962018
R802:36432.541550,0.075620,36433.007203,36432.962041,36433.037661
R803:36432.575915,0.124066,36433.152471,36433.037683,36433.161750
R804:36432.762264,0.032627,36433.178850,36433.161772,36433.194400
R805:36432.831833,0.014579,36433.178850,36433.194422,36433.209002
R806:36432.914107,0.109437,36433.178850,36433.209018,36433.318456
R807:36432.925728,0.017483,36433.178850,36433.318476,36433.335960
R808:36433.007170,0.148880,36433.476457,36433.335974,36433.484855
R809:36433.130127,0.006314,36433.476457,36433.484878,36433.491193
R810:36433.152438,0.000216,36433.476457,36433.491207,36433.491423
R811:36433.169726,0.010532,36433.476457,36433.491435,36433.501968
R812:36433.178821,0.011634,36433.476457,36433.501980,36433.513616
R813:36433.345770,0.069504,36433.476457,36433.513629,36433.583134
R814:36433.422329,0.276523,36433.693476,36433.583151,36433.859675
R815:36433.462216,0.132478,36433.991265,36433.859725,36433.992205
R816:36433.476425,0.095027,36434.012461,36433.992227,36434.087255
R817:36433.693440,0.027081,36434.091334,36434.087277,36434.114358
R818:36433.913758,0.141683,36434.165966,36434.114375,36434.256059
R819:36433.954932,0.004136,36434.165966,36434.256088,36434.260225
R820:36433.968975,0.132104,36434.354350,36434.260240,36434.392345
R821:36433.991235,0.036027,36434.354350,36434.392373,36434.428405
R822:36434.012425,0.184048,36434.549422,36434.428425,36434.612474
R823:36434.091300,0.044837,36434.549422,36434.612498,36434.657336
R824:36434.165930,0.165328,36434.735063,36434.657354,36434.822683
R825:36434.292334,0.003025,36434.735063,36434.822716,36434.825742
R826:36434.354317,0.080119,36434.874255,36434.825757,36434.905877
R827:36434.534280,0.115393,36434.920954,36434.905895,36435.021289
R828:36434.549394,0.125602,36434.920954,36435.021307,36435.146910
R829:36434.689581,0.022569,36434.920954,36435.146925,36435.169494
R830:36434.734997,0.070068,36435.220614,36435.169511,36435.239580
R831:36434.862573,0.102256,36435.220614,36435.239597,36435.341854
R832:36434.874223,0.007346,36435.220614,36435.341871,36435.349218
R833:36434.911927,0.125571,36435.403485,36435.349231,36435.474803
R834:36434.920923,0.023440,36435.490356,36435.474824,36435.498264
R835:36435.220571,0.019404,36435.517566,36435.498279,36435.517684
R836:36435.391103,0.011997,36435.517566,36435.517700,36435.529697
R837:36435.403455,0.116986,36435.536661,36435.529714,36435.646701
R838:36435.482665,0.025534,36435.536661,36435.646721,36435.672256
R839:36435.490325,0.178257,36435.801286,36435.672269,36435.850527
R840:36435.517534,0.151289,36435.866024,36435.850556,36436.001846
R841:36435.536631,0.011143,36435.866024,36436.001869,36436.013013
R842:36435.801233,0.012092,36435.866024,36436.013027,36436.025120
R843:36435.865996,0.040519,36436.135889,36436.134892,36436.175412
R844:36436.134839,0.039508,36436.135889,36436.175439,36436.214948
R845:36436.135860,0.124776,36436.311313,36436.232862,36436.357639
R846:36436.232818,0.148822,36436.311313,36436.357664,36436.506487
R847:36436.240169,0.047225,36436.311313,36436.506509,36436.553734
R848:36436.311283,0.092034,36436.781345,36436.727554,36436.819590
R849:36436.727502,0.267751,36437.066555,36436.819617,36437.087368
R850:36436.758905,0.020400,36437.066555,36437.087394,36437.107795
R851:36436.762210,0.015175,36437.110851,36437.107811,36437.122987
R852:36436.781313,0.156602,36437.110851,36437.123005,36437.279608
R853:36436.821267,0.050300,36437.301512,36437.279671,36437.329972
R854:36436.823504,0.028441,36437.301512,36437.330035,36437.358477
R855:36436.841515,0.040731,36437.374557,36437.358507,36437.399239
R856:36436.885645,0.038198,36437.374557,36437.399317,36437.437517
R857:36436.905632,0.122117,36437.505972,36437.437586,36437.559704
R858:36436.973107,0.059098,36437.505972,36437.559744,36437.618843
R859:36437.038941,0.063796,36437.677756,36437.618896,36437.682693
R860:36437.063956,0.002578,36437.677756,36437.682715,36437.685294
R861:36437.066522,0.009480,36437.677756,36437.685308,36437.694789
R862:36437.110822,0.006470,36437.699189,36437.694802,36437.701272
R863:36437.301458,0.175134,36437.873905,36437.701286,36437.876421
R864:36437.374494,0.362055,36438.147610,36437.876440,36438.238495
R865:36437.505908,0.144789,36438.308985,36438.238523,36438.383312
R866:36437.677708,0.010381,36438.308985,36438.383338,36438.393720
R867:36437.699165,0.077553,36438.464577,36438.393734,36438.471287
R868:36437.705887,0.008541,36438.464577,36438.471310,36438.479852
R869:36437.709471,0.021115,36438.464577,36438.479867,36438.500982
