id,timestamp,length,recieved,started,completed
R0:45109.866111,0.033434,45109.866206,45109.866210,45109.899645
R1:45110.324588,0.106778,45110.324999,45110.325009,45110.431788
R2:45110.706695,0.014672,45110.706774,45110.706834,45110.721507
R3:45111.313320,0.097467,45111.313376,45111.313386,45111.410854
R4:45111.415425,0.053825,45111.415743,45111.415750,45111.469575
R5:45111.496796,0.066080,45111.496837,45111.496856,45111.562937
R6:45111.659047,0.048021,45111.659084,45111.659092,45111.707114
R7:45111.772514,0.165284,45111.772547,45111.772555,45111.937840
R8:45112.532871,0.084224,45112.532978,45112.533040,45112.617266
R9:45112.785362,0.062258,45112.827719,45112.785411,45112.847669
R10:45112.823562,0.018549,45112.864912,45112.847702,45112.866252
R11:45112.827690,0.108703,45112.942028,45112.866271,45112.974975
R12:45112.864606,0.034160,45112.942028,45112.974992,45113.009153
R13:45112.907224,0.007680,45112.942028,45113.009168,45113.016848
R14:45112.941998,0.016415,45112.942028,45113.016862,45113.033278
R15:45114.650763,0.121803,45114.650898,45114.650968,45114.772772
R16:45114.830639,0.023401,45114.830682,45114.830690,45114.854093
R17:45115.067759,0.049529,45115.067837,45115.067896,45115.117427
R18:45115.321498,0.240241,45115.491915,45115.321558,45115.561801
R19:45115.491621,0.098373,45115.578189,45115.561832,45115.660206
R20:45115.578151,0.097953,45115.578189,45115.660225,45115.758179
R21:45115.765202,0.148085,45115.893056,45115.765467,45115.913553
R22:45115.893021,0.028971,45115.893056,45115.913575,45115.942548
R23:45115.976319,0.167576,45115.976353,45115.976361,45116.143937
R24:45116.388546,0.198824,45116.406680,45116.388865,45116.587691
R25:45116.406647,0.005999,45116.593331,45116.587719,45116.593719
R26:45116.593297,0.072556,45116.646713,45116.593734,45116.666291
R27:45116.646681,0.028605,45116.646713,45116.666307,45116.694913
R28:45117.199044,0.001348,45117.199086,45117.199096,45117.200446
R29:45117.215651,0.004345,45117.215672,45117.215689,45117.220035
R30:45117.368650,0.235195,45117.436743,45117.368790,45117.603987
R31:45117.436710,0.126885,45117.436743,45117.604015,45117.730901
R32:45118.017955,0.051734,45118.018042,45118.018113,45118.069848
R33:45118.095515,0.095210,45118.095823,45118.095831,45118.191042
R34:45118.213117,0.073453,45118.213151,45118.213161,45118.286615
R35:45118.392776,0.002672,45118.392811,45118.392819,45118.395492
R36:45118.582406,0.179055,45118.726362,45118.582472,45118.761528
R37:45118.726328,0.085092,45118.726362,45118.761555,45118.846647
R38:45119.394070,0.089430,45119.478827,45119.394399,45119.483830
R39:45119.477717,0.029135,45119.478827,45119.483857,45119.512993
R40:45119.733133,0.012099,45119.733172,45119.733191,45119.745291
R41:45120.024232,0.141393,45120.024496,45120.024504,45120.165898
R42:45120.169256,0.026732,45120.170126,45120.170133,45120.196867
R43:45120.611092,0.149228,45120.676589,45120.611243,45120.760472
R44:45120.676122,0.077367,45120.784008,45120.760499,45120.837866
R45:45120.783974,0.059219,45120.784008,45120.837888,45120.897108
R46:45121.567558,0.130447,45121.567870,45121.567880,45121.698329
R47:45121.835313,0.171775,45121.980139,45121.835646,45122.007421
R48:45121.980092,0.112409,45122.107214,45122.007448,45122.119858
R49:45122.107179,0.161254,45122.107214,45122.119880,45122.281134
R50:45122.395373,0.016208,45122.395619,45122.395629,45122.411838
R51:45122.560074,0.168489,45122.560381,45122.560390,45122.728880
R52:45123.310294,0.141944,45123.350586,45123.310632,45123.452577
R53:45123.350268,0.037703,45123.350586,45123.452609,45123.490313
R54:45123.606448,0.021998,45123.606483,45123.606492,45123.628492
R55:45123.848097,0.024492,45123.848541,45123.848551,45123.873045
R56:45124.233564,0.017088,45124.233605,45124.233612,45124.250701
R57:45124.381708,0.021553,45124.381962,45124.381970,45124.403524
R58:45124.433645,0.035914,45124.433952,45124.433960,45124.469875
R59:45124.636893,0.158203,45124.710654,45124.637156,45124.795360
R60:45124.683384,0.008984,45124.710654,45124.795388,45124.804373
R61:45124.710622,0.095273,45124.881694,45124.804389,45124.899663
R62:45124.881656,0.182229,45124.881694,45124.899681,45125.081911
R63:45125.927496,0.032213,45125.927548,45125.927558,45125.959772
R64:45126.215878,0.030661,45126.215927,45126.215938,45126.246600
R65:45126.562251,0.017620,45126.562296,45126.562306,45126.579927
R66:45126.649369,0.018684,45126.649730,45126.649738,45126.668422
R67:45126.868946,0.087822,45126.943864,45126.869195,45126.957017
R68:45126.910298,0.105154,45127.021797,45126.957039,45127.062194
R69:45126.943832,0.091118,45127.070284,45127.062215,45127.153334
R70:45126.988658,0.199854,45127.070284,45127.153354,45127.353209
R71:45127.008037,0.049149,45127.070284,45127.353232,45127.402382
R72:45127.021540,0.018301,45127.070284,45127.402398,45127.420700
R73:45127.070014,0.087948,45127.470009,45127.420713,45127.508662
R74:45127.469651,0.228240,45127.736902,45127.508679,45127.736920
R75:45127.736863,0.095067,45127.736902,45127.736945,45127.832014
R76:45127.991918,0.009661,45127.991953,45127.991962,45128.001623
R77:45128.016472,0.005431,45128.016506,45128.016513,45128.021945
R78:45128.200088,0.015265,45128.200124,45128.200133,45128.215399
R79:45128.218222,0.114200,45128.218252,45128.218259,45128.332461
R80:45128.372940,0.093925,45128.372980,45128.372988,45128.466914
R81:45128.585893,0.011450,45128.585929,45128.585938,45128.597389
R82:45128.599246,0.015238,45128.599387,45128.599406,45128.614645
R83:45131.587940,0.008938,45131.588008,45131.588021,45131.596960
