id,timestamp,length,recieved,started,completed
R0:45359.386210,0.033434,45359.386325,45359.386330,45359.419765
R1:45359.752991,0.106778,45359.753034,45359.753041,45359.859820
R2:45360.058681,0.014672,45360.058952,45360.058959,45360.073633
R3:45360.543988,0.097467,45360.625706,45360.544037,45360.641506
R4:45360.625672,0.053825,45360.690807,45360.641531,45360.695356
R5:45360.690772,0.066080,45360.690807,45360.695373,45360.761455
R6:45360.820576,0.048021,45360.820610,45360.820620,45360.868642
R7:45360.911352,0.165284,45360.911390,45360.911396,45361.076682
R8:45361.519641,0.084224,45361.520015,45361.520023,45361.604248
R9:45361.721627,0.062258,45361.755903,45361.721674,45361.783933
R10:45361.752193,0.018549,45361.785064,45361.783961,45361.802512
R11:45361.755498,0.108703,45361.846989,45361.802531,45361.911235
R12:45361.785034,0.034160,45361.846989,45361.911255,45361.945415
R13:45361.819130,0.007680,45361.846989,45361.945430,45361.953111
R14:45361.846954,0.016415,45361.846989,45361.953124,45361.969540
R15:45363.213973,0.121803,45363.214036,45363.214057,45363.335861
R16:45363.357882,0.023401,45363.358147,45363.358153,45363.381555
R17:45363.547584,0.049529,45363.547621,45363.547627,45363.597157
R18:45363.750578,0.240241,45363.955943,45363.750621,45363.990863
R19:45363.886676,0.098373,45363.955943,45363.990890,45364.089264
R20:45363.955909,0.097953,45364.105589,45364.089281,45364.187235
R21:45364.105553,0.148085,45364.274749,45364.187258,45364.335344
R22:45364.207812,0.028971,45364.274749,45364.335361,45364.364334
R23:45364.274456,0.167576,45364.274749,45364.364347,45364.531923
R24:45364.604240,0.198824,45364.768530,45364.604282,45364.803107
R25:45364.618721,0.005999,45364.768530,45364.803132,45364.809132
R26:45364.768043,0.072556,45364.810784,45364.809147,45364.881704
R27:45364.810752,0.028605,45364.810784,45364.881726,45364.910332
R28:45365.252648,0.001348,45365.252692,45365.252700,45365.254049
R29:45365.265935,0.004345,45365.266185,45365.266191,45365.270537
R30:45365.388337,0.235195,45365.442822,45365.388587,45365.623783
R31:45365.442788,0.126885,45365.442822,45365.623807,45365.750693
R32:45365.907788,0.051734,45365.907820,45365.907830,45365.959565
R33:45365.969840,0.095210,45366.063955,45365.969879,45366.065090
R34:45366.063922,0.073453,45366.063955,45366.065109,45366.138563
R35:45366.207645,0.002672,45366.207675,45366.207683,45366.210355
R36:45366.359355,0.179055,45366.474528,45366.359617,45366.538673
R37:45366.474494,0.085092,45366.474528,45366.538700,45366.623792
R38:45367.008700,0.089430,45367.075985,45367.008967,45367.098398
R39:45367.075618,0.029135,45367.075985,45367.098424,45367.127560
R40:45367.279953,0.012099,45367.279991,45367.279998,45367.292098
R41:45367.512834,0.141393,45367.629119,45367.512883,45367.654277
R42:45367.628863,0.026732,45367.629119,45367.654303,45367.681036
R43:45367.982335,0.149228,45368.120939,45367.982538,45368.131767
R44:45368.034364,0.077367,45368.120939,45368.131791,45368.209158
R45:45368.120647,0.059219,45368.120939,45368.209177,45368.268397
R46:45368.747517,0.130447,45368.747785,45368.747801,45368.878249
R47:45368.961722,0.171775,45369.077588,45368.962046,45369.133822
R48:45369.077549,0.112409,45369.179590,45369.133847,45369.246257
R49:45369.179228,0.161254,45369.179590,45369.246281,45369.407535
R50:45369.409786,0.016208,45369.410178,45369.410184,45369.426393
R51:45369.541552,0.168489,45369.541809,45369.541817,45369.710306
R52:45370.141728,0.141944,45370.173961,45370.142015,45370.283960
R53:45370.173704,0.037703,45370.173961,45370.283988,45370.321693
R54:45370.378652,0.021998,45370.378975,45370.378981,45370.400981
R55:45370.571973,0.024492,45370.572010,45370.572017,45370.596511
R56:45370.880351,0.017088,45370.880395,45370.880403,45370.897492
R57:45370.998869,0.021553,45370.999263,45370.999270,45371.020823
R58:45371.040424,0.035914,45371.040730,45371.040736,45371.076651
R59:45371.203038,0.158203,45371.262062,45371.203076,45371.361280
R60:45371.240231,0.008984,45371.262062,45371.361305,45371.370290
R61:45371.262028,0.095273,45371.399155,45371.370304,45371.465578
R62:45371.398862,0.182229,45371.399155,45371.465594,45371.647824
R63:45372.235537,0.032213,45372.235621,45372.235696,45372.267910
R64:45372.466243,0.030661,45372.466282,45372.466289,45372.496951
R65:45372.743341,0.017620,45372.743381,45372.743388,45372.761009
R66:45372.813034,0.018684,45372.813067,45372.813073,45372.831758
R67:45372.988698,0.087822,45373.048935,45372.989021,45373.076844
R68:45373.021787,0.105154,45373.149931,45373.076869,45373.182024
R69:45373.048619,0.091118,45373.149931,45373.182042,45373.273161
R70:45373.084488,0.199854,45373.469623,45373.273182,45373.473037
R71:45373.099996,0.049149,45373.469623,45373.473054,45373.522204
R72:45373.110802,0.018301,45373.469623,45373.522217,45373.540519
R73:45373.149584,0.087948,45373.469623,45373.540532,45373.628480
R74:45373.469296,0.228240,45373.683106,45373.628499,45373.856740
R75:45373.683070,0.095067,45373.906802,45373.856759,45373.951827
R76:45373.887119,0.009661,45373.906802,45373.951848,45373.961510
R77:45373.906771,0.005431,45373.906802,45373.961525,45373.966957
R78:45374.053672,0.015265,45374.068496,45374.053715,45374.068982
R79:45374.068187,0.114200,45374.068496,45374.069005,45374.183206
R80:45374.191965,0.093925,45374.191998,45374.192004,45374.285930
R81:45374.362325,0.011450,45374.373044,45374.362370,45374.373821
R82:45374.373013,0.015238,45374.373044,45374.373841,45374.389080
R83:45376.763972,0.008938,45376.764030,45376.764042,45376.772981
R84:45377.205379,0.003705,45377.205708,45377.205718,45377.209424
R85:45378.429183,0.005005,45378.429299,45378.429373,45378.434379
R86:45378.838091,0.170990,45378.838977,45378.838230,45379.009221
R87:45378.838947,0.013260,45379.019506,45379.009251,45379.022513
R88:45379.019189,0.033138,45379.055191,45379.022528,45379.055667
R89:45379.054828,0.114207,45379.055191,45379.055683,45379.169891
R90:45379.543276,0.053603,45379.543318,45379.543325,45379.596930
R91:45379.632276,0.040169,45379.632311,45379.632318,45379.672488
R92:45379.805522,0.006997,45379.805761,45379.805768,45379.812767
R93:45380.038097,0.094394,45380.038140,45380.038147,45380.132542
R94:45380.189468,0.323819,45380.434171,45380.189783,45380.513603
R95:45380.262053,0.140038,45380.434171,45380.513626,45380.653666
R96:45380.434135,0.066087,45380.716929,45380.653685,45380.719774
R97:45380.709667,0.091836,45380.716929,45380.719788,45380.811625
R98:45380.716898,0.173020,45380.716929,45380.811645,45380.984666
R99:45381.075160,0.118539,45381.075455,45381.075462,45381.194002
R100:45381.488322,0.090789,45381.488635,45381.488643,45381.579433
R101:45382.265168,0.274014,45382.265420,45382.265428,45382.539444
R102:45382.732563,0.045845,45382.732602,45382.732609,45382.778456
R103:45382.952437,0.118135,45382.988308,45382.952477,45383.070613
R104:45382.988278,0.005341,45382.988308,45383.070639,45383.075981
