INFO: setting server port as: 2222
INFO: Waiting for incoming connection...
R[0],44277.520490,0.041792,44277.520568,44277.562363
R[1],44277.687270,0.133472,44277.687384,44277.820858
R[2],44277.826273,0.018341,44277.826357,44277.844698
R[3],44278.046902,0.121834,44278.047080,44278.168916
R[4],44278.084134,0.067281,44278.168967,44278.236248
R[5],44278.113779,0.082600,44278.236274,44278.318875
R[6],44278.172818,0.060026,44278.318922,44278.378949
R[7],44278.214089,0.206605,44278.378979,44278.585585
R[8],44278.490604,0.105280,44278.585614,44278.690895
R[9],44278.582447,0.077822,44278.690940,44278.768763
R[10],44278.596368,0.023187,44278.768795,44278.791983
R[11],44278.597875,0.135879,44278.791998,44278.927878
R[12],44278.611307,0.042700,44278.927928,44278.970629
R[13],44278.626826,0.009600,44278.970676,44278.980276
R[14],44278.639479,0.020519,44278.980292,44279.000000
R[15],44279.260860,0.152254,44279.260929,44279.413184
R[16],44279.326318,0.029252,44279.413235,44279.442487
R[17],44279.412566,0.061912,44279.442515,44279.504428
R[18],44279.504867,0.300302,44279.504958,44279.805261
R[19],44279.566763,0.122966,44279.805290,44279.928257
R[20],44279.598243,0.122442,44279.928295,44280.000001
R[21],44279.666295,0.185106,44280.000030,44280.185137
R[22],44279.712795,0.036214,44280.185186,44280.221401
R[23],44279.743102,0.209469,44280.221430,44280.430900
R[24],44279.893016,0.248530,44280.430940,44280.679471
R[25],44279.899621,0.007499,44280.679503,44280.687002
R[26],44279.967505,0.090695,44280.687010,44280.777710
R[27],44279.986924,0.035757,44280.777770,44280.813527
R[28],44280.187783,0.001686,44280.813547,44280.815232
R[29],44280.193832,0.005431,44280.815242,44280.820674
R[30],44280.249471,0.293994,44280.820688,44281.000001
R[31],44280.274221,0.158606,44281.000040,44281.158647
R[32],44280.485584,0.064667,44281.158685,44281.223364
R[33],44280.513804,0.119013,44281.223390,44281.342404
R[34],44280.556573,0.091816,44281.342435,44281.434251
R[35],44280.621908,0.003339,44281.434271,44281.437611
R[36],44280.690866,0.223819,44281.437628,44281.661449
R[37],44280.743208,0.106364,44281.661517,44281.767883
R[38],44280.986034,0.111788,44281.767939,44281.879728
R[39],44281.016484,0.036419,44281.879770,44281.916190
R[40],44281.109373,0.015124,44281.916244,44281.931369
R[41],44281.215260,0.176741,44281.931386,44282.000000
R[42],44281.268022,0.033415,44282.000025,44282.033440
R[43],44281.428702,0.186534,44282.033450,44282.219986
R[44],44281.452362,0.096708,44282.220030,44282.316739
R[45],44281.491587,0.074024,44282.316785,44282.390810
R[46],44281.776538,0.163059,44282.390832,44282.553892
R[47],44281.873926,0.214719,44282.553935,44282.768655
R[48],44281.926619,0.140512,44282.768697,44282.909210
R[49],44281.972836,0.201567,44282.909245,44283.000000
R[50],44282.077649,0.020260,44283.000025,44283.020286
R[51],44282.137559,0.210611,44283.020296,44283.230908
R[52],44282.410392,0.177430,44283.230960,44283.408391
R[53],44282.424937,0.047129,44283.408449,44283.455580
R[54],44282.518110,0.027498,44283.455644,44283.483143
R[55],44282.606019,0.030616,44283.483184,44283.513800
R[56],44282.746210,0.021360,44283.513816,44283.535177
R[57],44282.800120,0.026941,44283.535191,44283.562132
R[58],44282.819037,0.044893,44283.562157,44283.607050
R[59],44282.892966,0.197754,44283.607073,44283.804828
R[60],44282.909894,0.011230,44283.804859,44283.816089
R[61],44282.919808,0.119092,44283.816097,44283.935190
R[62],44282.982012,0.227786,44283.935225,44284.000000
R[63],44283.362341,0.040266,44284.000026,44284.040293
R[64],44283.467237,0.038326,44284.040342,44284.078669
R[65],44283.593206,0.022026,44284.078728,44284.100756
R[66],44283.624887,0.023355,44284.100805,44284.124161
R[67],44283.704741,0.109777,44284.124234,44284.234012
R[68],44283.719786,0.131443,44284.234043,44284.365487
R[69],44283.731987,0.113898,44284.365518,44284.479417
R[70],44283.748306,0.249818,44284.479460,44284.729280
R[71],44283.755378,0.061436,44284.729333,44284.790769
R[72],44283.760298,0.022877,44284.790791,44284.813668
R[73],44283.777931,0.109934,44284.813684,44284.923620
R[74],44283.923266,0.285300,44284.923670,44285.000000
R[75],44284.020458,0.118834,44285.000075,44285.118911
