INFO: setting server port as: 2222
INFO: Waiting for incoming connection...
R[0],40139.784477,0.041792,40139.784528,40139.826322
R[1],40140.701397,0.133472,40140.701521,40140.834995
R[2],40141.465636,0.018341,40141.465782,40141.484124
R[3],40142.678941,0.121834,40142.679055,40142.800891
R[4],40142.883158,0.067281,40142.883259,40142.950541
R[5],40143.045920,0.082600,40143.046019,40143.128621
R[6],40143.370481,0.060026,40143.370656,40143.430684
R[7],40143.597492,0.206605,40143.597679,40143.804286
R[8],40145.118281,0.105280,40145.118390,40145.223671
R[9],40145.623252,0.077822,40145.623375,40145.701199
R[10],40145.699685,0.023187,40145.701251,40145.724439
R[11],40145.707954,0.135879,40145.724494,40145.860384
R[12],40145.781789,0.042700,40145.860429,40145.903130
R[13],40145.867017,0.009600,40145.903167,40145.912767
R[14],40145.936548,0.020519,40145.936655,40145.957175
R[15],40149.354104,0.152254,40149.354239,40149.506494
R[16],40149.713852,0.029252,40149.714001,40149.743254
R[17],40150.188140,0.061912,40150.188338,40150.250254
R[18],40150.695709,0.300302,40150.695923,40150.996227
R[19],40151.036077,0.122966,40151.036193,40151.159161
R[20],40151.209166,0.122442,40151.209268,40151.331711
R[21],40151.583284,0.185106,40151.583392,40151.768500
R[22],40151.838950,0.036214,40151.839042,40151.875257
R[23],40152.005557,0.209469,40152.005735,40152.215206
R[24],40152.830080,0.248530,40152.830232,40153.000001
R[25],40152.866328,0.007499,40153.000056,40153.007555
R[26],40153.239621,0.090695,40153.239725,40153.330422
R[27],40153.346408,0.035757,40153.346488,40153.382246
R[28],40154.451148,0.001686,40154.451309,40154.452996
R[29],40154.484388,0.005431,40154.484477,40154.489909
R[30],40154.790403,0.293994,40154.790596,40155.000001
R[31],40154.926593,0.158606,40155.000069,40155.158676
R[32],40156.089091,0.064667,40156.089271,40156.153940
R[33],40156.244275,0.119013,40156.244377,40156.363391
R[34],40156.479499,0.091816,40156.479638,40156.571455
R[35],40156.838854,0.003339,40156.839045,40156.842386
R[36],40157.218207,0.223819,40157.218405,40157.442225
R[37],40157.506143,0.106364,40157.506238,40157.612603
R[38],40158.841644,0.111788,40158.841768,40158.953557
R[39],40159.008982,0.036419,40159.009114,40159.045535
R[40],40159.519854,0.015124,40159.519985,40159.535111
R[41],40160.102089,0.176741,40160.102198,40160.278941
R[42],40160.392155,0.033415,40160.392330,40160.425747
R[43],40161.275898,0.186534,40161.276015,40161.462551
R[44],40161.405985,0.096708,40161.462618,40161.559327
R[45],40161.621700,0.074024,40161.621785,40161.695810
R[46],40163.188911,0.163059,40163.189080,40163.352142
R[47],40163.724475,0.214719,40163.724590,40163.939309
R[48],40164.014061,0.140512,40164.014181,40164.154695
R[49],40164.268246,0.201567,40164.268350,40164.469918
R[50],40164.844687,0.020260,40164.844866,40164.865128
R[51],40165.174166,0.210611,40165.174296,40165.384909
R[52],40166.674646,0.177430,40166.674777,40166.852208
R[53],40166.754620,0.047129,40166.852324,40166.899473
R[54],40167.267006,0.027498,40167.267140,40167.294639
R[55],40167.750355,0.030616,40167.750468,40167.781084
R[56],40168.521313,0.021360,40168.521491,40168.542853
R[57],40168.817648,0.026941,40168.817818,40168.844760
R[58],40168.921581,0.044893,40168.921689,40168.966638
R[59],40169.328104,0.197754,40169.328239,40169.525996
R[60],40169.421106,0.011230,40169.526062,40169.537293
R[61],40169.475597,0.119092,40169.537326,40169.656419
R[62],40169.817667,0.227786,40169.817787,40170.000001
R[63],40171.909384,0.040266,40171.909518,40171.949785
R[64],40172.486172,0.038326,40172.486295,40172.524622
R[65],40173.178937,0.022026,40173.179050,40173.201076
R[66],40173.353195,0.023355,40173.353367,40173.376724
R[67],40173.792430,0.109777,40173.792546,40173.902324
R[68],40173.875166,0.131443,40173.902370,40174.000001
R[69],40173.942240,0.113898,40174.000038,40174.113937
R[70],40174.031890,0.249818,40174.113975,40174.363794
R[71],40174.070641,0.061436,40174.363871,40174.425308
R[72],40174.097648,0.022877,40174.425357,40174.448235
R[73],40174.194601,0.109934,40174.448280,40174.558216
R[74],40174.993888,0.285300,40174.994080,40175.000001
R[75],40175.528394,0.118834,40175.528566,40175.647403
R[76],40176.038583,0.012076,40176.038773,40176.050851
R[77],40176.087819,0.006788,40176.087912,40176.094701
R[78],40176.455064,0.019082,40176.455177,40176.474259
R[79],40176.491356,0.142751,40176.491432,40176.634183
R[80],40176.800800,0.117406,40176.800917,40176.918324
R[81],40177.226731,0.014312,40177.226848,40177.241161
R[82],40177.253466,0.019047,40177.253583,40177.272631
R[83],40183.230878,0.011172,40183.231072,40183.242246
R[84],40184.334443,0.004631,40184.334636,40184.339269
R[85],40187.393970,0.006256,40187.394093,40187.400350
R[86],40188.416227,0.213737,40188.416350,40188.630088
R[87],40188.418377,0.016575,40188.630143,40188.646719
R[88],40188.868956,0.041423,40188.869043,40188.910467
R[89],40188.958085,0.142759,40188.958219,40189.000001
R[90],40190.179247,0.067004,40190.179376,40190.246381
R[91],40190.401768,0.050211,40190.401890,40190.452102
R[92],40190.834935,0.008747,40190.835114,40190.843862
R[93],40191.416447,0.117992,40191.416566,40191.534559
R[94],40191.794894,0.404774,40191.795042,40192.000001
R[95],40191.976401,0.175048,40192.000036,40192.175086
R[96],40192.406605,0.082609,40192.406739,40192.489350
R[97],40193.095478,0.114795,40193.095636,40193.210432
R[98],40193.113602,0.216275,40193.210486,40193.426762
R[99],40194.009227,0.148173,40194.009350,40194.157525
R[100],40195.042175,0.113487,40195.042349,40195.155838
R[101],40196.984379,0.342518,40196.984527,40197.000001
R[102],40198.152917,0.057307,40198.153047,40198.210356
R[103],40198.702620,0.147669,40198.702799,40198.850470
R[104],40198.792278,0.006677,40198.850538,40198.857216
R[105],40199.891210,0.023756,40199.891333,40199.915090
